Date,Gold_Ret,VIX_diff,Rate_diff,War_Dummy,Interaction,Event
2025-10-02,-0.0072140776340165556,0.3399982452392578,-0.018000125885009766,0,0.0,US-MiddleEast
2025-10-03,0.010647104699776156,0.020000457763671875,0.031000137329101562,0,0.0,US-MiddleEast
2025-10-06,0.017294429424654912,-0.279998779296875,0.043000221252441406,0,-0.0,US-MiddleEast
2025-10-07,0.007091447444070091,0.8699989318847656,-0.03500032424926758,0,0.0,US-MiddleEast
2025-10-08,0.016633994907520277,-0.9400005340576172,0.0020003318786621094,0,-0.0,US-MiddleEast
2025-10-09,-0.024282758867578195,0.13000106811523438,0.018999576568603516,0,0.0,US-MiddleEast
2025-10-10,0.007472669571045818,5.229999542236328,-0.0969996452331543,0,0.0,US-MiddleEast
2025-10-13,0.03283124863445809,-2.6299991607666016,0.0,0,-0.0,US-MiddleEast
2025-10-14,0.007299414410765657,1.779998779296875,-0.029000282287597656,0,0.0,US-MiddleEast
2025-10-15,0.009187545165353398,-0.1700000762939453,0.024000167846679688,0,-0.0,US-MiddleEast
2025-10-16,0.02443046188439831,4.670000076293945,-0.06999993324279785,0,0.0,US-MiddleEast
2025-10-17,-0.02132293911227755,-4.529998779296875,0.03099989891052246,0,-0.0,US-MiddleEast
2025-10-20,0.03436764429162454,-2.5500011444091797,-0.020999908447265625,0,-0.0,US-MiddleEast
2025-10-21,-0.059062035540049886,-0.3599987030029297,-0.023000001907348633,0,-0.0,US-MiddleEast
2025-10-22,-0.01064926865576389,0.7299995422363281,-0.009999990463256836,0,0.0,US-MiddleEast
2025-10-23,0.019854040473195667,-1.3000011444091797,0.037999868392944336,0,-0.0,US-MiddleEast
2025-10-24,-0.0017225098547725875,-0.9299983978271484,0.006000041961669922,0,-0.0,US-MiddleEast
2025-10-27,-0.028695490766858036,-0.5800008773803711,0.0,0,-0.0,US-MiddleEast
2025-10-28,-0.008960778782097539,0.630000114440918,-0.01399993896484375,0,0.0,US-MiddleEast
2025-10-29,0.004402578266743398,0.5,0.07500004768371582,0,0.0,US-MiddleEast
2025-10-30,0.004408297096619672,-0.010000228881835938,0.034999847412109375,0,-0.0,US-MiddleEast
2025-10-31,-0.0047849023856938715,0.5300006866455078,0.007999897003173828,0,0.0,US-MiddleEast
2025-11-03,0.0045349523774452045,-0.2700004577636719,0.005000114440917969,0,-0.0,US-MiddleEast
2025-11-04,-0.013236252040332198,1.8299999237060547,-0.01699972152709961,0,0.0,US-MiddleEast
2025-11-05,0.008224087134207535,-0.9899997711181641,0.06799983978271484,0,-0.0,US-MiddleEast
2025-11-06,-0.0001005367923334668,1.489999771118164,-0.06400012969970703,0,0.0,US-MiddleEast
2025-11-07,0.004887656635851291,-0.4200000762939453,0.0,0,-0.0,US-MiddleEast
2025-11-10,0.027716515886168476,-1.4799995422363281,0.017000198364257812,0,-0.0,US-MiddleEast
2025-11-11,-0.0012167524528548244,-0.31999969482421875,0.009999752044677734,0,-0.0,US-MiddleEast
2025-11-12,0.02348748385555354,0.22999954223632812,-0.05499982833862305,0,0.0,US-MiddleEast
2025-11-13,-0.004170992761122764,2.489999771118164,0.04699993133544922,0,0.0,US-MiddleEast
2025-11-14,-0.024002555332014903,-0.1700000762939453,0.03599977493286133,0,-0.0,US-MiddleEast
2025-11-17,-0.0047327908648018505,2.549999237060547,-0.014999866485595703,0,0.0,US-MiddleEast
2025-11-18,-0.0017221023533426794,2.3100013732910156,-0.009999752044677734,0,0.0,US-MiddleEast
2025-11-19,0.004029960569867122,-1.0300006866455078,0.009999752044677734,0,-0.0,US-MiddleEast
2025-11-20,-0.0052125591455094164,2.760000228881836,-0.026999950408935547,0,0.0,US-MiddleEast
2025-11-21,0.004967292782076356,-2.989999771118164,-0.0429997444152832,0,-0.0,US-MiddleEast
2025-11-24,0.0037215603622990662,-2.9099998474121094,-0.02500009536743164,0,-0.0,US-MiddleEast
2025-11-25,0.01149319363831883,-1.960000991821289,-0.03600025177001953,0,-0.0,US-MiddleEast
2025-11-26,0.006261760929431564,-1.3699989318847656,-0.003999948501586914,0,-0.0,US-MiddleEast
2025-11-28,0.012667816416397979,-0.8400001525878906,0.01900029182434082,0,-0.0,US-MiddleEast
2025-12-01,0.004965958221290471,0.8899993896484375,0.07899999618530273,0,0.0,US-MiddleEast
2025-12-02,-0.01250914319860585,-0.6499996185302734,-0.010000228881835938,0,-0.0,US-MiddleEast
2025-12-03,0.0030288262173034956,-0.5100002288818359,-0.028999805450439453,0,-0.0,US-MiddleEast
2025-12-04,0.0029722651693542806,-0.3000001907348633,0.05099964141845703,0,-0.0,US-MiddleEast
2025-12-05,0.00026116008896670296,-0.36999988555908203,0.031000137329101562,0,-0.0,US-MiddleEast
2025-12-08,-0.006118924040939417,1.25,0.03299999237060547,0,0.0,US-MiddleEast
2025-12-09,0.0046462393338665645,0.2700004577636719,0.01399993896484375,0,0.0,US-MiddleEast
2025-12-10,-0.002451547168984526,-1.1599998474121094,-0.021999835968017578,0,-0.0,US-MiddleEast
2025-12-11,0.021010239753042382,-0.9200000762939453,-0.023000240325927734,0,-0.0,US-MiddleEast
2025-12-12,0.003401069596484952,0.8899993896484375,0.05299997329711914,0,0.0,US-MiddleEast
2025-12-15,0.001533693992035725,0.7600002288818359,-0.01199960708618164,0,0.0,US-MiddleEast
2025-12-16,-0.0005110078294488002,-0.020000457763671875,-0.03299999237060547,0,-0.0,US-MiddleEast
2025-12-17,0.009939980130428714,1.1400012969970703,0.0019998550415039062,0,0.0,US-MiddleEast
2025-12-18,-0.0018418331441386099,-0.75,-0.034999847412109375,0,-0.0,US-MiddleEast
2025-12-19,0.005033950243312225,-1.960000991821289,0.034999847412109375,0,-0.0,US-MiddleEast
2025-12-22,0.018896813791643464,-0.8299999237060547,0.018000125885009766,0,-0.0,US-MiddleEast
2025-12-23,0.008557909489307347,-0.07999992370605469,0.0,0,-0.0,US-MiddleEast
2025-12-24,-0.0004908198003828014,-0.5299997329711914,-0.03299999237060547,0,-0.0,US-MiddleEast
2025-12-26,0.010766277995574931,0.13000011444091797,0.0,0,0.0,US-MiddleEast
2025-12-29,-0.04608798173882948,0.5999994277954102,-0.019999980926513672,0,0.0,US-MiddleEast
2025-12-30,0.010350630404542907,0.13000011444091797,0.01399993896484375,0,0.0,US-MiddleEast
2025-12-31,-0.010235032825325435,0.619999885559082,0.03299999237060547,0,0.0,US-MiddleEast
2026-01-02,-0.0025926392560806856,-0.4399995803833008,0.023999691009521484,0,-0.0,US-MiddleEast
2026-01-05,0.027997669976117596,0.3899993896484375,-0.021999835968017578,0,0.0,US-MiddleEast
2026-01-06,0.010158128512449065,-0.14999961853027344,0.01399993896484375,0,-0.0,US-MiddleEast
2026-01-07,-0.007367304357957669,0.630000114440918,-0.0409998893737793,0,0.0,US-MiddleEast
2026-01-08,8.998553214307117e-05,0.06999969482421875,0.04500007629394531,0,0.0,US-MiddleEast
2026-01-09,0.009082749101682023,-0.9600000381469727,-0.012000083923339844,0,-0.0,US-MiddleEast
2026-01-12,0.025071135876622564,0.630000114440918,0.015999794006347656,0,0.0,US-MiddleEast
2026-01-13,-0.003284847544970745,0.8599996566772461,-0.015999794006347656,0,0.0,US-MiddleEast
2026-01-14,0.008051610829708839,0.7700004577636719,-0.031000137329101562,0,0.0,US-MiddleEast
2026-01-15,-0.002163894212595402,-0.9099998474121094,0.019999980926513672,1,-0.9099998474121094,US-MiddleEast
2026-01-16,-0.0060621179774391735,0.01999950408935547,0.0710000991821289,1,0.01999950408935547,US-MiddleEast
2026-01-20,0.036632293474919336,4.2300004959106445,0.06400012969970703,1,4.2300004959106445,US-MiddleEast
2026-01-21,0.015055377008505682,-3.190000534057617,-0.04200029373168945,1,-3.190000534057617,US-MiddleEast
2026-01-22,0.015810444337397162,-1.2599992752075195,-0.0039997100830078125,1,-1.2599992752075195,US-MiddleEast
2026-01-23,0.013637113842028292,0.4499998092651367,-0.010000228881835938,1,0.4499998092651367,US-MiddleEast
2026-01-26,0.02058565637353524,0.05999946594238281,-0.026000022888183594,1,0.05999946594238281,US-MiddleEast
2026-01-27,3.931395514705028e-05,0.20000076293945312,0.010000228881835938,1,0.20000076293945312,US-MiddleEast
2026-01-28,0.04271712307880896,0.0,0.0279998779296875,1,0.0,US-MiddleEast
2026-01-29,0.0031638076649501356,0.529998779296875,-0.023999691009521484,1,0.529998779296875,US-MiddleEast
2026-01-30,-0.1206569177115754,0.5600013732910156,0.01399993896484375,1,0.5600013732910156,US-MiddleEast
2026-02-02,-0.0195798858862585,-1.1000003814697266,0.03399991989135742,1,-1.1000003814697266,US-MiddleEast
2026-02-03,0.05905437776175919,1.6599998474121094,-0.0009999275207519531,1,1.6599998474121094,US-MiddleEast
2026-02-04,0.0033997461243729043,0.6399993896484375,0.0009999275207519531,1,0.6399993896484375,US-MiddleEast
2026-02-05,-0.012063365980342067,3.1300010681152344,-0.06500005722045898,1,3.1300010681152344,US-MiddleEast
2026-02-06,0.018303568705588632,-1.3999996185302734,-0.004000186920166016,1,-1.3999996185302734,US-MiddleEast
2026-02-09,0.01993641500519393,-3.010000228881836,-0.007999897003173828,1,-3.010000228881836,US-MiddleEast
2026-02-10,-0.009368841148208894,0.43000030517578125,-0.051000118255615234,1,0.43000030517578125,US-MiddleEast
2026-02-11,0.013458784179660236,-0.1400012969970703,0.02500009536743164,1,-0.1400012969970703,US-MiddleEast
2026-02-12,-0.02959604886955879,3.1700000762939453,-0.06799983978271484,1,3.1700000762939453,US-MiddleEast
2026-02-13,0.01976794067778529,-0.2199993133544922,-0.04799985885620117,1,-0.2199993133544922,US-MiddleEast
2026-02-17,-0.028088975078812035,-0.3099994659423828,-0.004000186920166016,1,-0.3099994659423828,US-MiddleEast
2026-02-18,0.020994975203204404,-0.6700000762939453,0.026999950408935547,1,-0.6700000762939453,US-MiddleEast
2026-02-19,-0.0021280217137131566,0.6099987030029297,-0.004000186920166016,1,0.6099987030029297,US-MiddleEast
2026-02-20,0.016621856057854087,-1.1399993896484375,0.01100015640258789,1,-1.1399993896484375,US-MiddleEast
2026-02-23,0.028334005840505903,1.9200000762939453,-0.057000160217285156,1,1.9200000762939453,US-MiddleEast
2026-02-24,-0.009439844361431814,-1.460000991821289,0.004000186920166016,1,-1.460000991821289,US-MiddleEast
2026-02-25,0.009766362602618253,-1.6199989318847656,0.014999866485595703,1,-1.6199989318847656,US-MiddleEast
2026-02-26,-0.0057594670615880765,0.6999988555908203,-0.03099966049194336,1,0.6999988555908203,US-MiddleEast
2026-02-27,0.010377723577647786,1.230001449584961,-0.05500030517578125,1,1.230001449584961,US-MiddleEast
2026-03-02,0.012142763938335153,1.5799999237060547,0.08599996566772461,1,1.5799999237060547,US-MiddleEast
